item,id,source,medium,year,year-binned,company,brand,alcohol_content,main_slogan,secondary_slogan,logo_location,logo_modality,logo_what_words,logo_what_image,multimodal_logo_type,metaphoric_metonymy_motivation,overall_color,comments,hanja,roman,hangul_loan_words,text_count,writing_color,font_style,font_weight,main_slogan_ending,slogan_end_noun,slogan_end_verb,slogan_end_english,slogan_end_nonverbal,secondary_slogan_ending,noun_token,verb_token,english_token,nonverbal_speech_sound_token,additional_comments,background_color,background_type,plants_trees_background,restaurant_background,food_background,additional_comments_background,bottle_presence,bottle_position,bottle_color,bottle_opacity,bottle_shape,bottle_size,neck_height_by_width,body_height_by_width,additional_comments_bottle,model_gender,model_clothing_color,female_bare_shoulders,female_bare_legs,female_bare_cleavage,additional_comments_model,model_bottle_holding_hand,if_holding_bottle_which_hand,holding_glass,hand_on_hips,hourglass_body_shape,body_or_facial_appearance,full_body,camera_shot,additional_comments_body,eye_contact,smile,head_tilt,wink,puckered_lips,hand_on_face,gesture_comments,glass_in_advert,shape_of_glass,glass_comments,vertical_RL_writing,flavoured_soju,flavour,ideophone,ideophone_word_count,sound_object,sound_object_word_count,production_area,overall_comments
206_1997_25_JinRo_Barrel Aged Premium Soju_005,206,https://newslibrary.naver.com/viewer/index.nhn?articleId=1997080100209115011&editNo=45&printCount=1&publishDate=1997-08-01&officeId=00020&pageNo=15&printNo=23610&publishType=00010,Newspaper,1997,1990s,JinRo 진로,Barrel Aged Premium Soju 참나무통 맑은 소주,25,선의의 경쟁은 아름답다 EN: Friendly competition is a beautiful thing,"깊고 부드러운 맛, 깨끗한 뒤끝! EN: Tastes rich and smooth, and the aftermath is clean!",Top left corner,Words and image,주식회사 진로 GLOBAL SOJU,Oak tree,Merged,Soju bottles represent people and 'act out' the message being conveyed in the main slogan,Color,The oak tree image forms the O in GLOBAL,No,"Yes, company",No,196,Brown and black,Print,Light,Verb,NA,반말,NA,NA,Noun,뒤끝,NA,NA,NA,,White,Plain,No,No,No,Oak barrel,Yes,Centre,Green,Transparent,Long neck and convex shoulder,Lifesize,22x52,46x108,Bottles arranged to resemble athlete on opposite teams,No model,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,No,NA,NA,No,No,NA,NA,NA,NA,NA,Seoul Metropolitan City,
207_1997_25_JinRo_Barrel Aged Premium Soju_006,207,https://newslibrary.naver.com/viewer/index.nhn?articleId=1997070100329109021&editNo=45&printCount=1&publishDate=1997-07-01&officeId=00032&pageNo=9&printNo=16146&publishType=00010,Newspaper,1997,1990s,JinRo 진로,Barrel Aged Premium Soju 참나무통 맑은 소주,25,자주 객관적인 시각이 되어본다 EN: Frequently adopting an objective point of view,"깊고 부드러운 맛, 깨끗한 뒤끝! EN: Tastes rich and smooth, and the aftermath is clean!",Top left corner,Words and image,주식회사 진로 GLOBAL SOJU,Oak tree,Merged,Soju bottles represent people and 'act out' the message being conveyed in the main slogan,Color,The oak tree image forms the O in GLOBAL,No,"Yes, company",No,263,Brown and black,Print,Light,Verb,NA,반말,NA,NA,Noun,뒤끝,NA,NA,NA,,White,Plain,No,No,No,Oak barrel,Yes,Center center,Green,Transparent,Long neck and convex shoulder,Lifesize,27x65,56x136,Bottles arranged to form groups with one bottle representing the 'objective' perspective,No model,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,No,NA,NA,No,No,NA,NA,NA,NA,NA,Seoul Metropolitan City,
208_1997_25_JinRo_Barrel Aged Premium Soju_007,208,https://newslibrary.naver.com/viewer/index.nhn?articleId=1997052600289119001&editNo=6&printCount=1&publishDate=1997-05-26&officeId=00028&pageNo=19&printNo=2888&publishType=00010,Newspaper,1997,1990s,JinRo 진로,Barrel Aged Premium Soju 참나무통 맑은 소주,25,세월의 깊이가 다르다 참나무통 맑은 소주 EN: The richness of time tastes different - Barrel Aged Premium Soju,"깊고 부드러운 맛, 깨끗한 뒤끝! EN: Tastes rich and smooth, and the aftermath is clean!",Top left corner,Words and image,주식회사 진로 GLOBAL SOJU,Oak tree,Merged,,Color,The oak tree image forms the O in GLOBAL,No,"Yes, company and brand",No,162,Brown and white,Calligraphy,Bold,Noun,소주,NA,NA,NA,Noun,뒤끝,NA,NA,NA,Main slogan written in rigid calligraphic font where the strokes resemble tree sticks,Brown,Barrel and sea,"Yes, tree",No,No,Oak tree on an oak barrel,Superimposed,Bottom right,Green,Transparent,Long neck and convex shoulder,Lifesize,33x72,67x161,,No model,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,No,NA,NA,No,No,NA,NA,NA,NA,NA,Seoul Metropolitan City,
209_1997_25_JinRo_Barrel Aged Premium Soju_008,209,https://newslibrary.naver.com/viewer/index.nhn?articleId=1997050200329118022&editNo=45&printCount=1&publishDate=1997-05-02&officeId=00032&pageNo=18&printNo=16093&publishType=00010,Newspaper,1997,1990s,JinRo 진로,Barrel Aged Premium Soju 참나무통 맑은 소주,25,혼자서는 스타가 될 수 없다 EN: We can't become stars on our own,"깊고 부드러운 맛, 깨끗한 뒤끝! EN: Tastes rich and smooth, and the aftermath is clean!",Top left corner,Words and image,주식회사 진로 GLOBAL SOJU,Oak tree,Merged,Soju bottles represent people and 'act out' the message being conveyed in the main slogan,Color,The oak tree image forms the O in GLOBAL,No,"Yes, company",No,232,Brown and black,Print,Light,Verb,NA,반말,NA,NA,Noun,뒤끝,NA,NA,NA,,White,Plain,No,No,No,Oak barrel,Yes,Top centre,Green,Transparent,Long neck and convex shoulder,Lifesize,28x59,57x127,Bottles arranged to form star shape,No model,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,No,NA,NA,No,No,NA,NA,NA,NA,NA,Seoul Metropolitan City,
210_1997_25_JinRo_Barrel Aged Premium Soju_009,210,https://newslibrary.naver.com/viewer/index.nhn?articleId=1997040200289102013&editNo=5&printCount=1&publishDate=1997-04-02&officeId=00028&pageNo=2&printNo=2843&publishType=00010,Newspaper,1997,1990s,JinRo 진로,Barrel Aged Premium Soju 참나무통 맑은 소주,25,높이 오르려면 받쳐주는 사람이 필요하다 EN: To go high we need people to support us,"깊고 부드러운 맛, 깨끗한 뒤끝! EN: Tastes rich and smooth, and the aftermath is clean!",Top left corner,Words and image,주식회사 진로 GLOBAL SOJU,Oak tree,Merged,Soju bottles represent people and 'act out' the message being conveyed in the main slogan,Color,The oak tree image forms the O in GLOBAL,No,"Yes, company",No,155,Brown and black,Print,Light,Verb,NA,반말,NA,NA,Noun,뒤끝,NA,NA,NA,,White,Plain,No,No,No,Oak barrel,Yes,Top centre,Green,Transparent,Long neck and convex shoulder,Lifesize,27x65,56x133,Two bottles placed on top of two other supporting 'pillar' bottles,No model,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,No,NA,NA,No,No,NA,NA,NA,NA,NA,Seoul Metropolitan City,
211_1997_25_JinRo_Barrel Aged Premium Soju_010,211,https://newslibrary.naver.com/viewer/index.nhn?articleId=1997031400239109001&editNo=1&printCount=1&publishDate=1997-03-14&officeId=00023&pageNo=9&printNo=23653&publishType=00010,Newspaper,1997,1990s,JinRo 진로,Barrel Aged Premium Soju 참나무통 맑은 소주,25,성숙한 세상을 생각합니다 참나무통 맑은소주 EN: Thinking of a matured world - Barrel Aged Premium Soju,"깊고 부드러운 맛, 깨끗한 뒤끝! EN: Tastes rich and smooth, and the aftermath is clean!",Top left corner,Words and image,주식회사 진로 GLOBAL SOJU,Oak tree,Merged,Maturity of the soju is equated with maturity in terms of economic development,Color,The oak tree image forms the O in GLOBAL,No,"Yes, company and brand",No,156,Brown and white,Calligraphy,Bold,Noun,소주,NA,NA,NA,Noun,뒤끝,NA,NA,NA,Main slogan written in rigid calligraphic font where the strokes resemble tree sticks,Brown,Barrels,No,No,No,Oak barrel,Superimposed,Bottom right,Green,Transparent,Long neck and convex shoulder,Lifesize,48x111,100x243,,No model,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,No,NA,NA,No,No,NA,NA,NA,NA,NA,Seoul Metropolitan City,
212_1997_25_JinRo_Barrel Aged Premium Soju_011,212,https://newslibrary.naver.com/viewer/index.nhn?articleId=1997030300329109014&editNo=45&printCount=1&publishDate=1997-03-03&officeId=00032&pageNo=9&printNo=16038&publishType=00010,Newspaper,1997,1990s,JinRo 진로,Barrel Aged Premium Soju 참나무통 맑은 소주,25,반대로 생각하는 사람도 소중하다 EN: Those who think differently are also important,"깊고 부드러운 맛, 깨끗한 뒤끝! EN: Tastes rich and smooth, and the aftermath is clean!",Top left corner,Words and image,주식회사 진로 GLOBAL SOJU,Oak tree,Merged,Soju bottles represent people and 'act out' the message being conveyed in the main slogan,Color,The oak tree image forms the O in GLOBAL,No,"Yes, company and brand",No,154,Brown and black,Print,Light,Verb,NA,반말,NA,NA,Noun,뒤끝,NA,NA,NA,,White,Plain,No,No,No,Oak barrel,Yes,Centre,Green,Transparent,Long neck and convex shoulder,Lifesize,34x78,74x177,One bottle is upside down and represents a differing perspective,No model,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,No,NA,NA,No,No,NA,NA,NA,NA,NA,Seoul Metropolitan City,
213_1997_25_JinRo_Barrel Aged Premium Soju_012,213,https://newslibrary.naver.com/viewer/index.nhn?articleId=1997020300329113013&editNo=45&printCount=1&publishDate=1997-02-03&officeId=00032&pageNo=13&printNo=16013&publishType=00010,Newspaper,1997,1990s,JinRo 진로,Barrel Aged Premium Soju 참나무통 맑은 소주,25,혼자서 안될 땐 머리를 맞대본다 EN: We put our heads together when we can't figure it our on our own,"깊고 부드러운 맛, 깨끗한 뒤끝! EN: Tastes rich and smooth, and the aftermath is clean!",Top left corner,Words and image,주식회사 진로 GLOBAL SOJU,Oak tree,Merged,Soju bottles represent people and 'act out' the message being conveyed in the main slogan,Color,The oak tree image forms the O in GLOBAL,No,"Yes, company and brand",No,214,Brown and black,Print,Light,Verb,NA,반말,NA,NA,Noun,뒤끝,NA,NA,NA,,White,Plain,No,No,No,Oak barrel,Yes,Top centre,Green,Transparent,Long neck and convex shoulder,Lifesize,29x79,63x161,Bottles arranged to look like two heads put together,No model,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,No,NA,NA,No,No,NA,NA,NA,NA,NA,Seoul Metropolitan City,
214_1997_25_JinRo_Barrel Aged Premium Soju_013,214,https://newslibrary.naver.com/viewer/index.nhn?articleId=1997010300329111013&editNo=45&printCount=1&publishDate=1997-01-03&officeId=00032&pageNo=11&printNo=15983&publishType=00010,Newspaper,1997,1990s,JinRo 진로,Barrel Aged Premium Soju 참나무통 맑은 소주,25,때로는 혼자만의 길을 가야한다 EN: Sometimes we need to go our own way,"깊고 부드러운 맛, 깨끗한 뒤끝! EN: Tastes rich and smooth, and the aftermath is clean!",Top left corner,Words and image,주식회사 진로 GLOBAL SOJU,Oak tree,Merged,Soju bottles represent people and 'act out' the message being conveyed in the main slogan,Color,The oak tree image forms the O in GLOBAL,No,"Yes, company and brand",No,154,Brown and black,Print,Light,Verb,NA,반말,NA,NA,Noun,뒤끝,NA,NA,NA,,White,Plain,No,No,No,Oak barrel,Yes,Centre,Green,Transparent,Long neck and convex shoulder,Lifesize,40x89,84x194,,No model,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,No,NA,NA,No,No,NA,NA,NA,NA,NA,Seoul Metropolitan City,
215_1998_23&25_JinRo_Sunhan Jinro & Jinro Gold_001,215,https://newslibrary.naver.com/viewer/index.nhn?articleId=1998032500239128010&editNo=1&printCount=1&publishDate=1998-03-25&officeId=00023&pageNo=28&printNo=24004&publishType=00010,Newspaper,1998,1990s,JinRo 진로,Sunhan Jinro 순한 진로 & Jinro Gold 진로 골드,23&25,순하고 부드러운 - '순한진로' 탄생! EN: The birth of the soft and smooth 'Sunhan Jinro'!,진로를 마시는 즐거움이 하나더 늘었습니다 EN: There's now another joy of drinking Jinro,No logo,NA,NA,NA,NA,,Color,,"Yes, main slogan and brand ","Yes, brand",No,124,"Green, black and white",Print,Bold,Noun,탄생,NA,NA,NA,Verb,NA,~니다,NA,NA,Characters 真 and 純 written inside red and green squares,Yellow and white,Plain,No,No,No,,Yes,Bottom right,Green and clear,Transparent,Long neck,Lifesize,40x94,84x191,,No model,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,No,NA,NA,No,No,NA,NA,NA,NA,NA,Seoul Metropolitan City,
216_1998_23_JinRo_Sunhan Jinro_001,216,https://newslibrary.naver.com/viewer/index.nhn?articleId=1998063000099132004&editNo=15&printCount=1&publishDate=1998-06-30&officeId=00009&pageNo=32&printNo=10100&publishType=00010,Newspaper,1998,1990s,JinRo 진로,Sunhan Jinro 순한 진로,23,생각끝에 내린 결론! EN: A decision made after thinking hard!,"콩나물 해장국이 필요 없는 순한소주 순한진로 EN: Go for Sunhan Jinro, a soft soju that doesn't require beansprout hangover soup",No logo,NA,NA,NA,NA,,Color,,"Yes, brand","Yes, brand","Yes, secondary slogan",92,Green,Print,Bold,Noun,결론,NA,NA,NA,Noun,진로,NA,NA,NA,,Green and yellow,Thinker statue and beansporuts,"Yes, plant",No,No,Bean sprout. Sculpture of thinking man ,Yes,Bottom right,Green,Transparent,Long neck,Large,47x100,93x203,,1 Male,NA,NA,NA,NA,,No,No,No,No,No,Strong,No,Medium shot,Waist,NA,NA,NA,NA,NA,NA,,No,NA,NA,No,No,NA,NA,NA,NA,NA,Seoul Metropolitan City,
217_1998_23_JinRo_Sunhan Jinro_002,217,https://newslibrary.naver.com/viewer/index.nhn?articleId=1998042700209118011&editNo=45&printCount=1&publishDate=1998-04-27&officeId=00020&pageNo=18&printNo=23861&publishType=00010,Newspaper,1998,1990s,JinRo 진로,Sunhan Jinro 순한 진로,23,아스파라긴을 마신 '순한진로' EN: ''Sunhan Jinro' infused with asparagine,"아스파라긴이 아침을 부드럽게 바꾼다. 부드러움의 개념을 바꾼 순하고 브드러운 소주, 순한진로 EN: Asparagine smooths out your mornings. A soft and smooth soju that has changed the very definition of smoothness, Sunhan Jinro",No logo,NA,NA,NA,NA,,Color,,"Yes, brand","Yes, brand","Yes, secondary slogan",119,Green,Print,Bold,Noun,진로,NA,NA,NA,Noun,순한진로,NA,NA,NA,,Yellow,Beansprouts,"Yes, plant",No,No,Bean sprouts,Superimposed,Left,Green,Transparent,Long neck,Lifesize,53x118,105x235,,No model,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,No,NA,NA,No,No,NA,NA,NA,NA,NA,Seoul Metropolitan City,
218_1998_25_JinRo_Jinro Gold_001,218,https://newslibrary.naver.com/viewer/index.nhn?articleId=1998101600209110008&editNo=45&printCount=1&publishDate=1998-10-16&officeId=00020&pageNo=10&printNo=24013&publishType=00010,Newspaper,1998,1990s,JinRo 진로,Jinro Gold 진로 골드,25,"아껴야 할 때는 - 소주로 돌아가자, 두꺼비로 건배! EN: When you need to be careful with spending - let's go back to soju, let's cheers with the bullfrog!","소주로 돌아가자, 두꺼비로 건배! EN: Let's go back to soju, let's cheers with the bullfrog!",Top centre,Words and image,Since 1924,Bullfrog,Separate,,Color,Ad produced during aftermath of IMF crisis and appeals to need to save money,"Yes, brand","Yes, brand",No,81,Black,Print,Light,Noun,건배,NA,NA,NA,Noun,건배,NA,NA,NA,,"Green, blue and white",Turn back arrow,"Yes, tree",No,No,Turn sign on an image of the road ,Superimposed,Bottom right,Clear,Transparent,Long neck,Lifesize,27x67,60x136,,No model,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,No,NA,NA,No,No,NA,NA,NA,NA,NA,Seoul Metropolitan City,
219_1998_25_JinRo_Barrel Aged Premium Soju_001,219,https://newslibrary.naver.com/viewer/index.nhn?articleId=1998092900209111010&editNo=45&printCount=1&publishDate=1998-09-29&officeId=00020&pageNo=11&printNo=23999&publishType=00010,Newspaper,1998,1990s,JinRo 진로,Barrel Aged Premium Soju 참나무통 맑은 소주,25,세월이 빚어낸 소주의 프리미엄 - 참나무통 맑은소주 EN: The premium quality of soju brewed over time - Barrel Aged Premium Soju,가격은 일반소주와 같습니다 EN: The price is the same as normal soju,No logo,NA,NA,NA,NA,,Color,,"Yes, brand","Yes, brand","Yes, secondary slogan",73,White,Print,Light,Noun,소주,NA,NA,NA,Verb,NA,~니다,NA,NA,,Green and brown,Barrel,No,No,No,Oak barrel,Superimposed,Bottom centre,Green,Transparent,Long neck and convex shoulder,Lifesize,28x66,59x136,,No model,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,No,NA,NA,No,No,NA,NA,NA,NA,NA,Seoul Metropolitan City,
220_1998_25_JinRo_Barrel Aged Premium Soju_002,220,https://newslibrary.naver.com/viewer/index.nhn?articleId=1998090700239113004&editNo=1&printCount=1&publishDate=1998-09-07&officeId=00023&pageNo=13&printNo=24154&publishType=00010,Newspaper,1998,1990s,JinRo 진로,Barrel Aged Premium Soju 참나무통 맑은 소주,25,소비자가 결정해주신 가격으로 내렸습니다 EN: We have lowered the price according to consumers' opinion,23% 가격인하! EN: 23% price decrease!,No logo,NA,NA,NA,NA,,Color,,No,"Yes, brand",No,141,White,Print,Light,Verb,NA,~니다,NA,NA,Noun,인하,NA,NA,NA,,Green and brown,Barrel,No,No,No,A gavel striking the top of the oak barrel,Superimposed,Bottom right,Green,Transparent,Long neck and convex shoulder,Lifesize,40x90,88x213,,No model,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,No,NA,NA,No,No,NA,NA,NA,NA,NA,Seoul Metropolitan City,
221_1998_23&25_JinRo_Chamjinisulro & Jinro Gold_001,221,https://newslibrary.naver.com/viewer/index.nhn?articleId=1998101900239109007&editNo=1&printCount=1&publishDate=1998-10-19&officeId=00023&pageNo=9&printNo=24190&publishType=00010,Newspaper,1998,1990s,JinRo 진로,Chamjinisulro 참진이슬로 & Jinro Gold 진로골드,23&25,"주머니가 얇아도 정은 두텁게 - 소주로 돌아가자, 두꺼비로 건배! EN: Even if our wallets are thin our affection is rich - let's go back to soju, let's cheers with the bullfrog!","소주로 돌아가자, 두꺼비로 건배! EN: Let's go back to soju, let's cheers with the bullfrog!",Top centre,Words and image,Since 1924,Bullfrog,Separate,,Color,Ad produced during aftermath of IMF crisis and appeals to need to save money,"Yes, secondary slogan, company and brand","Yes, company",No,351,Black,Print,Light,Noun,건배,NA,NA,NA,Noun,건배,NA,NA,NA,,White,Plain,No,No,No,,Superimposed,Bottom right,Green and clear,Transparent,Long neck,Lifesize,32x74,63x141,,2 Males,Blue and white,NA,NA,NA,,No,No,No,No,No,Soft,No,Close-up shot,Head,Yes,Yes,No,No,No,No,,No,NA,NA,No,No,NA,NA,NA,NA,NA,Seoul Metropolitan City,
222_1998_23_JinRo_Chamjinisulro_001,222,https://newslibrary.naver.com/viewer/index.nhn?articleId=1998111900329109007&editNo=40&printCount=1&publishDate=1998-11-19&officeId=00032&pageNo=9&printNo=16595&publishType=00010,Newspaper,1998,1990s,JinRo 진로,Chamjinisulro 참진이슬로,23,"부담없는 소주 참真이슬露! EN: A lighter soju, Chamjinisulro!",마실때 부담없다. 아침이 부담없다 EN: Lighter when you drink it. Lighter in the [next] morning. ,Top centre,Words and image,Since 1924,Bullfrog,Separate,,Color,,"Yes, brand and scondary slogan","Yes, company",No,191,Green and white,Print,Bold,Noun,참真이슬露,NA,NA,NA,Noun,Verb,NA,NA,NA,"Main slogan has shadow buffer, producing a 3D effect",Blue and white,Clear liquid,"Yes, plant",No,No,A drop of dew falling into a bamboo shoot and comes out as soju on the other end.,Superimposed,Bottom right,Green,Transparent,Long neck,Lifesize,32x74,63x141,,No model,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,Yes,Soju,NA,No,No,NA,NA,NA,NA,NA,Seoul Metropolitan City,
